"flight_id","flight_no","scheduled_departure","scheduled_arrival","departure_airport","arrival_airport","status","aircraft_code","actual_departure","actual_arrival"
11051,"PG0587","2017-08-12 12:40:00+00","2017-08-12 13:05:00+00","SVX","PEE","Arrived","SU9","2017-08-12 12:44:00+00","2017-08-12 13:09:00+00"
11052,"PG0587","2017-08-31 12:40:00+00","2017-08-31 13:05:00+00","SVX","PEE","Scheduled","SU9",NULL,NULL
11053,"PG0588","2017-08-31 05:50:00+00","2017-08-31 06:15:00+00","SVX","PEE","Scheduled","SU9",NULL,NULL
11054,"PG0587","2017-07-22 12:40:00+00","2017-07-22 13:05:00+00","SVX","PEE","Arrived","SU9","2017-07-22 15:23:00+00","2017-07-22 15:48:00+00"
11055,"PG0588","2017-07-22 05:50:00+00","2017-07-22 06:15:00+00","SVX","PEE","Arrived","SU9","2017-07-22 05:56:00+00","2017-07-22 06:21:00+00"
11056,"PG0140","2017-07-22 04:10:00+00","2017-07-22 10:25:00+00","SVX","KXK","Arrived","763","2017-07-22 04:11:00+00","2017-07-22 10:29:00+00"
11057,"PG0140","2017-09-06 04:10:00+00","2017-09-06 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11058,"PG0140","2017-08-23 04:10:00+00","2017-08-23 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11059,"PG0140","2017-08-19 04:10:00+00","2017-08-19 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11060,"PG0140","2017-08-12 04:10:00+00","2017-08-12 10:25:00+00","SVX","KXK","Arrived","763","2017-08-12 04:11:00+00","2017-08-12 10:18:00+00"
11061,"PG0140","2017-07-19 04:10:00+00","2017-07-19 10:25:00+00","SVX","KXK","Arrived","763","2017-07-19 04:12:00+00","2017-07-19 10:32:00+00"
11062,"PG0140","2017-07-26 04:10:00+00","2017-07-26 10:25:00+00","SVX","KXK","Arrived","763","2017-07-26 04:13:00+00","2017-07-26 10:25:00+00"
11063,"PG0140","2017-07-29 04:10:00+00","2017-07-29 10:25:00+00","SVX","KXK","Arrived","763","2017-07-29 04:12:00+00","2017-07-29 10:28:00+00"
11064,"PG0140","2017-08-26 04:10:00+00","2017-08-26 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11065,"PG0140","2017-08-09 04:10:00+00","2017-08-09 10:25:00+00","SVX","KXK","Arrived","763","2017-08-09 04:15:00+00","2017-08-09 10:34:00+00"
11066,"PG0140","2017-09-02 04:10:00+00","2017-09-02 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11067,"PG0140","2017-09-09 04:10:00+00","2017-09-09 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11068,"PG0140","2017-08-30 04:10:00+00","2017-08-30 10:25:00+00","SVX","KXK","Scheduled","763",NULL,NULL
11069,"PG0140","2017-08-05 04:10:00+00","2017-08-05 10:25:00+00","SVX","KXK","Arrived","763","2017-08-05 04:13:00+00","2017-08-05 10:30:00+00"
11070,"PG0140","2017-08-16 04:10:00+00","2017-08-16 10:25:00+00","SVX","KXK","On Time","763",NULL,NULL
11071,"PG0140","2017-09-13 04:10:00+00","2017-09-13 10:25:00+00","SVX","KXK","Cancelled","763",NULL,NULL
11072,"PG0140","2017-08-02 04:10:00+00","2017-08-02 10:25:00+00","SVX","KXK","Arrived","763","2017-08-02 04:12:00+00","2017-08-02 10:30:00+00"
11073,"PG0569","2017-08-07 12:05:00+00","2017-08-07 13:10:00+00","SVX","SCW","Arrived","733","2017-08-07 12:06:00+00","2017-08-07 13:12:00+00"
11074,"PG0569","2017-08-04 12:05:00+00","2017-08-04 13:10:00+00","SVX","SCW","Arrived","733","2017-08-04 12:09:00+00","2017-08-04 13:13:00+00"
11075,"PG0569","2017-08-21 12:05:00+00","2017-08-21 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11076,"PG0569","2017-09-05 12:05:00+00","2017-09-05 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11077,"PG0569","2017-07-28 12:05:00+00","2017-07-28 13:10:00+00","SVX","SCW","Arrived","733","2017-07-28 12:06:00+00","2017-07-28 13:11:00+00"
11078,"PG0569","2017-09-07 12:05:00+00","2017-09-07 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11079,"PG0569","2017-07-18 12:05:00+00","2017-07-18 13:10:00+00","SVX","SCW","Arrived","733","2017-07-18 12:08:00+00","2017-07-18 13:12:00+00"
11080,"PG0569","2017-09-06 12:05:00+00","2017-09-06 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11081,"PG0569","2017-07-17 12:05:00+00","2017-07-17 13:10:00+00","SVX","SCW","Arrived","733","2017-07-17 12:07:00+00","2017-07-17 13:12:00+00"
11082,"PG0569","2017-09-01 12:05:00+00","2017-09-01 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11083,"PG0569","2017-07-21 12:05:00+00","2017-07-21 13:10:00+00","SVX","SCW","Arrived","733","2017-07-21 12:08:00+00","2017-07-21 13:13:00+00"
11084,"PG0569","2017-08-11 12:05:00+00","2017-08-11 13:10:00+00","SVX","SCW","Arrived","733","2017-08-11 12:08:00+00","2017-08-11 13:12:00+00"
11086,"PG0569","2017-08-23 12:05:00+00","2017-08-23 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11087,"PG0569","2017-09-10 12:05:00+00","2017-09-10 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11088,"PG0569","2017-09-03 12:05:00+00","2017-09-03 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11089,"PG0569","2017-08-14 12:05:00+00","2017-08-14 13:10:00+00","SVX","SCW","Arrived","733","2017-08-14 12:07:00+00","2017-08-14 13:12:00+00"
11090,"PG0569","2017-08-02 12:05:00+00","2017-08-02 13:10:00+00","SVX","SCW","Arrived","733","2017-08-02 12:08:00+00","2017-08-02 13:12:00+00"
11091,"PG0569","2017-07-25 12:05:00+00","2017-07-25 13:10:00+00","SVX","SCW","Arrived","733","2017-07-25 12:09:00+00","2017-07-25 13:15:00+00"
11092,"PG0569","2017-09-14 12:05:00+00","2017-09-14 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11093,"PG0569","2017-08-05 12:05:00+00","2017-08-05 13:10:00+00","SVX","SCW","Arrived","733","2017-08-05 12:09:00+00","2017-08-05 13:15:00+00"
11094,"PG0569","2017-08-20 12:05:00+00","2017-08-20 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11095,"PG0569","2017-07-24 12:05:00+00","2017-07-24 13:10:00+00","SVX","SCW","Arrived","733","2017-07-24 12:09:00+00","2017-07-24 13:14:00+00"
11096,"PG0569","2017-07-23 12:05:00+00","2017-07-23 13:10:00+00","SVX","SCW","Arrived","733","2017-07-23 12:08:00+00","2017-07-23 13:12:00+00"
11097,"PG0569","2017-09-13 12:05:00+00","2017-09-13 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11098,"PG0569","2017-07-29 12:05:00+00","2017-07-29 13:10:00+00","SVX","SCW","Arrived","733","2017-07-29 12:07:00+00","2017-07-29 13:13:00+00"
11099,"PG0569","2017-08-28 12:05:00+00","2017-08-28 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11100,"PG0569","2017-08-27 12:05:00+00","2017-08-27 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11101,"PG0569","2017-08-25 12:05:00+00","2017-08-25 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11102,"PG0569","2017-08-08 12:05:00+00","2017-08-08 13:10:00+00","SVX","SCW","Arrived","733","2017-08-08 12:05:00+00","2017-08-08 13:08:00+00"
11103,"PG0569","2017-07-30 12:05:00+00","2017-07-30 13:10:00+00","SVX","SCW","Arrived","733","2017-07-30 12:05:00+00","2017-07-30 13:10:00+00"
11104,"PG0569","2017-07-26 12:05:00+00","2017-07-26 13:10:00+00","SVX","SCW","Arrived","733","2017-07-26 12:09:00+00","2017-07-26 13:14:00+00"
11105,"PG0569","2017-08-12 12:05:00+00","2017-08-12 13:10:00+00","SVX","SCW","Arrived","733","2017-08-12 12:08:00+00","2017-08-12 13:13:00+00"
11106,"PG0569","2017-08-06 12:05:00+00","2017-08-06 13:10:00+00","SVX","SCW","Arrived","733","2017-08-06 12:07:00+00","2017-08-06 13:11:00+00"
11107,"PG0569","2017-09-09 12:05:00+00","2017-09-09 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11108,"PG0569","2017-07-22 12:05:00+00","2017-07-22 13:10:00+00","SVX","SCW","Arrived","733","2017-07-22 12:09:00+00","2017-07-22 13:14:00+00"
11109,"PG0569","2017-08-19 12:05:00+00","2017-08-19 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11110,"PG0569","2017-08-13 12:05:00+00","2017-08-13 13:10:00+00","SVX","SCW","Arrived","733","2017-08-13 15:21:00+00","2017-08-13 16:26:00+00"
11111,"PG0569","2017-07-27 12:05:00+00","2017-07-27 13:10:00+00","SVX","SCW","Arrived","733","2017-07-27 12:08:00+00","2017-07-27 13:13:00+00"
11112,"PG0569","2017-07-16 12:05:00+00","2017-07-16 13:10:00+00","SVX","SCW","Arrived","733","2017-07-16 14:57:00+00","2017-07-16 16:01:00+00"
11113,"PG0569","2017-09-11 12:05:00+00","2017-09-11 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11114,"PG0569","2017-09-02 12:05:00+00","2017-09-02 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11115,"PG0569","2017-07-19 12:05:00+00","2017-07-19 13:10:00+00","SVX","SCW","Arrived","733","2017-07-19 12:07:00+00","2017-07-19 13:13:00+00"
11116,"PG0569","2017-09-12 12:05:00+00","2017-09-12 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11117,"PG0569","2017-07-20 12:05:00+00","2017-07-20 13:10:00+00","SVX","SCW","Arrived","733","2017-07-20 12:07:00+00","2017-07-20 13:12:00+00"
11118,"PG0569","2017-08-22 12:05:00+00","2017-08-22 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11119,"PG0569","2017-08-09 12:05:00+00","2017-08-09 13:10:00+00","SVX","SCW","Arrived","733","2017-08-09 12:10:00+00","2017-08-09 13:15:00+00"
11120,"PG0569","2017-08-29 12:05:00+00","2017-08-29 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11121,"PG0569","2017-07-31 12:05:00+00","2017-07-31 13:10:00+00","SVX","SCW","Arrived","733","2017-07-31 12:06:00+00","2017-07-31 13:11:00+00"
11122,"PG0569","2017-08-10 12:05:00+00","2017-08-10 13:10:00+00","SVX","SCW","Arrived","733","2017-08-10 12:05:00+00","2017-08-10 13:10:00+00"
11123,"PG0569","2017-08-30 12:05:00+00","2017-08-30 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11124,"PG0569","2017-08-16 12:05:00+00","2017-08-16 13:10:00+00","SVX","SCW","On Time","733",NULL,NULL
11125,"PG0569","2017-08-01 12:05:00+00","2017-08-01 13:10:00+00","SVX","SCW","Arrived","733","2017-08-01 12:06:00+00","2017-08-01 13:11:00+00"
11126,"PG0569","2017-08-31 12:05:00+00","2017-08-31 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11127,"PG0569","2017-08-03 12:05:00+00","2017-08-03 13:10:00+00","SVX","SCW","Arrived","733","2017-08-03 12:08:00+00","2017-08-03 13:13:00+00"
11128,"PG0569","2017-08-26 12:05:00+00","2017-08-26 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11129,"PG0569","2017-09-08 12:05:00+00","2017-09-08 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11130,"PG0569","2017-08-15 12:05:00+00","2017-08-15 13:10:00+00","SVX","SCW","Arrived","733","2017-08-15 12:09:00+00","2017-08-15 13:15:00+00"
11131,"PG0569","2017-09-04 12:05:00+00","2017-09-04 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11132,"PG0569","2017-08-18 12:05:00+00","2017-08-18 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11133,"PG0569","2017-08-17 12:05:00+00","2017-08-17 13:10:00+00","SVX","SCW","Scheduled","733",NULL,NULL
11134,"PG0434","2017-07-23 04:15:00+00","2017-07-23 07:25:00+00","SVX","KYZ","Arrived","CR2","2017-07-23 04:19:00+00","2017-07-23 07:30:00+00"
11135,"PG0434","2017-07-30 04:15:00+00","2017-07-30 07:25:00+00","SVX","KYZ","Arrived","CR2","2017-07-30 04:16:00+00","2017-07-30 07:25:00+00"
11136,"PG0434","2017-08-20 04:15:00+00","2017-08-20 07:25:00+00","SVX","KYZ","Scheduled","CR2",NULL,NULL
11137,"PG0434","2017-09-10 04:15:00+00","2017-09-10 07:25:00+00","SVX","KYZ","Cancelled","CR2",NULL,NULL
11138,"PG0434","2017-08-06 04:15:00+00","2017-08-06 07:25:00+00","SVX","KYZ","Arrived","CR2","2017-08-06 04:22:00+00","2017-08-06 07:34:00+00"
11139,"PG0434","2017-07-16 04:15:00+00","2017-07-16 07:25:00+00","SVX","KYZ","Arrived","CR2","2017-07-16 04:19:00+00","2017-07-16 07:28:00+00"
11140,"PG0434","2017-08-13 04:15:00+00","2017-08-13 07:25:00+00","SVX","KYZ","Arrived","CR2","2017-08-13 04:17:00+00","2017-08-13 07:26:00+00"
11141,"PG0434","2017-09-03 04:15:00+00","2017-09-03 07:25:00+00","SVX","KYZ","Scheduled","CR2",NULL,NULL
11142,"PG0434","2017-08-27 04:15:00+00","2017-08-27 07:25:00+00","SVX","KYZ","Scheduled","CR2",NULL,NULL
11143,"PG0343","2017-08-05 04:20:00+00","2017-08-05 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-08-05 04:22:00+00","2017-08-05 08:23:00+00"
11144,"PG0343","2017-08-30 04:20:00+00","2017-08-30 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11145,"PG0343","2017-07-22 04:20:00+00","2017-07-22 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-07-22 04:23:00+00","2017-07-22 08:23:00+00"
11146,"PG0343","2017-08-19 04:20:00+00","2017-08-19 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11147,"PG0343","2017-09-06 04:20:00+00","2017-09-06 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11148,"PG0343","2017-08-12 04:20:00+00","2017-08-12 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-08-12 04:21:00+00","2017-08-12 08:22:00+00"
11149,"PG0343","2017-07-26 04:20:00+00","2017-07-26 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-07-26 04:25:00+00","2017-07-26 08:28:00+00"
11150,"PG0343","2017-09-09 04:20:00+00","2017-09-09 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11151,"PG0343","2017-09-13 04:20:00+00","2017-09-13 08:20:00+00","SVX","MJZ","Cancelled","SU9",NULL,NULL
11152,"PG0343","2017-08-16 04:20:00+00","2017-08-16 08:20:00+00","SVX","MJZ","On Time","SU9",NULL,NULL
11153,"PG0343","2017-08-23 04:20:00+00","2017-08-23 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11154,"PG0343","2017-08-09 04:20:00+00","2017-08-09 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-08-09 04:20:00+00","2017-08-09 08:22:00+00"
11155,"PG0343","2017-07-29 04:20:00+00","2017-07-29 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-07-29 04:22:00+00","2017-07-29 08:23:00+00"
11156,"PG0343","2017-08-02 04:20:00+00","2017-08-02 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-08-02 04:25:00+00","2017-08-02 08:25:00+00"
11157,"PG0343","2017-08-26 04:20:00+00","2017-08-26 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11158,"PG0343","2017-09-02 04:20:00+00","2017-09-02 08:20:00+00","SVX","MJZ","Scheduled","SU9",NULL,NULL
11159,"PG0343","2017-07-19 04:20:00+00","2017-07-19 08:20:00+00","SVX","MJZ","Arrived","SU9","2017-07-19 04:22:00+00","2017-07-19 08:25:00+00"
11160,"PG0597","2017-09-14 08:50:00+00","2017-09-14 12:20:00+00","SVX","UIK","Cancelled","CR2",NULL,NULL
11161,"PG0597","2017-08-28 08:50:00+00","2017-08-28 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11162,"PG0597","2017-07-31 08:50:00+00","2017-07-31 12:20:00+00","SVX","UIK","Arrived","CR2","2017-07-31 08:59:00+00","2017-07-31 12:27:00+00"
11163,"PG0597","2017-07-20 08:50:00+00","2017-07-20 12:20:00+00","SVX","UIK","Arrived","CR2","2017-07-20 08:54:00+00","2017-07-20 12:27:00+00"
11164,"PG0597","2017-08-17 08:50:00+00","2017-08-17 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11165,"PG0597","2017-07-17 08:50:00+00","2017-07-17 12:20:00+00","SVX","UIK","Arrived","CR2","2017-07-17 08:51:00+00","2017-07-17 12:24:00+00"
11166,"PG0597","2017-07-27 08:50:00+00","2017-07-27 12:20:00+00","SVX","UIK","Arrived","CR2","2017-07-27 08:54:00+00","2017-07-27 12:21:00+00"
11167,"PG0597","2017-08-03 08:50:00+00","2017-08-03 12:20:00+00","SVX","UIK","Arrived","CR2","2017-08-03 08:54:00+00","2017-08-03 12:22:00+00"
11168,"PG0597","2017-08-14 08:50:00+00","2017-08-14 12:20:00+00","SVX","UIK","Arrived","CR2","2017-08-14 08:52:00+00","2017-08-14 12:26:00+00"
11169,"PG0597","2017-08-21 08:50:00+00","2017-08-21 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11170,"PG0597","2017-09-04 08:50:00+00","2017-09-04 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11171,"PG0597","2017-07-24 08:50:00+00","2017-07-24 12:20:00+00","SVX","UIK","Arrived","CR2","2017-07-24 08:55:00+00","2017-07-24 12:24:00+00"
11172,"PG0597","2017-09-11 08:50:00+00","2017-09-11 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11173,"PG0597","2017-08-24 08:50:00+00","2017-08-24 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11174,"PG0597","2017-08-10 08:50:00+00","2017-08-10 12:20:00+00","SVX","UIK","Arrived","CR2","2017-08-10 08:51:00+00","2017-08-10 12:20:00+00"
11175,"PG0597","2017-08-31 08:50:00+00","2017-08-31 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11176,"PG0597","2017-08-07 08:50:00+00","2017-08-07 12:20:00+00","SVX","UIK","Arrived","CR2","2017-08-07 08:54:00+00","2017-08-07 12:25:00+00"
11177,"PG0597","2017-09-07 08:50:00+00","2017-09-07 12:20:00+00","SVX","UIK","Scheduled","CR2",NULL,NULL
11178,"PG0378","2017-08-25 08:40:00+00","2017-08-25 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11179,"PG0378","2017-07-24 08:40:00+00","2017-07-24 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-24 08:42:00+00","2017-07-24 11:15:00+00"
11180,"PG0378","2017-08-02 08:40:00+00","2017-08-02 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-02 08:46:00+00","2017-08-02 11:21:00+00"
11181,"PG0378","2017-08-20 08:40:00+00","2017-08-20 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11182,"PG0378","2017-07-29 08:40:00+00","2017-07-29 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-29 08:42:00+00","2017-07-29 11:19:00+00"
11183,"PG0378","2017-08-16 08:40:00+00","2017-08-16 11:15:00+00","SVX","NSK","On Time","SU9",NULL,NULL
11184,"PG0378","2017-09-10 08:40:00+00","2017-09-10 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11185,"PG0378","2017-09-14 08:40:00+00","2017-09-14 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11186,"PG0378","2017-07-19 08:40:00+00","2017-07-19 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-19 08:41:00+00","2017-07-19 11:16:00+00"
11187,"PG0378","2017-09-04 08:40:00+00","2017-09-04 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11188,"PG0378","2017-08-05 08:40:00+00","2017-08-05 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-05 08:42:00+00","2017-08-05 11:19:00+00"
11189,"PG0378","2017-07-20 08:40:00+00","2017-07-20 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-20 08:43:00+00","2017-07-20 11:16:00+00"
11190,"PG0378","2017-08-12 08:40:00+00","2017-08-12 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-12 08:42:00+00","2017-08-12 11:16:00+00"
11191,"PG0378","2017-07-30 08:40:00+00","2017-07-30 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-30 08:46:00+00","2017-07-30 11:20:00+00"
11192,"PG0378","2017-07-22 08:40:00+00","2017-07-22 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-22 08:44:00+00","2017-07-22 11:20:00+00"
11193,"PG0378","2017-08-27 08:40:00+00","2017-08-27 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11194,"PG0378","2017-08-31 08:40:00+00","2017-08-31 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11195,"PG0378","2017-08-22 08:40:00+00","2017-08-22 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11196,"PG0378","2017-09-01 08:40:00+00","2017-09-01 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11197,"PG0378","2017-09-11 08:40:00+00","2017-09-11 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11198,"PG0378","2017-08-11 08:40:00+00","2017-08-11 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-11 08:40:00+00","2017-08-11 11:16:00+00"
11199,"PG0378","2017-08-06 08:40:00+00","2017-08-06 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-06 08:44:00+00","2017-08-06 11:20:00+00"
11200,"PG0378","2017-08-28 08:40:00+00","2017-08-28 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11201,"PG0378","2017-08-09 08:40:00+00","2017-08-09 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-09 08:45:00+00","2017-08-09 11:18:00+00"
11202,"PG0378","2017-09-03 08:40:00+00","2017-09-03 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11203,"PG0378","2017-09-02 08:40:00+00","2017-09-02 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11204,"PG0378","2017-09-08 08:40:00+00","2017-09-08 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11205,"PG0378","2017-08-07 08:40:00+00","2017-08-07 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-07 08:43:00+00","2017-08-07 11:19:00+00"
11206,"PG0378","2017-08-01 08:40:00+00","2017-08-01 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-01 08:45:00+00","2017-08-01 11:18:00+00"
11207,"PG0378","2017-07-16 08:40:00+00","2017-07-16 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-16 08:43:00+00","2017-07-16 11:20:00+00"
11208,"PG0378","2017-08-08 08:40:00+00","2017-08-08 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-08 08:43:00+00","2017-08-08 11:16:00+00"
11209,"PG0378","2017-09-05 08:40:00+00","2017-09-05 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11210,"PG0378","2017-08-03 08:40:00+00","2017-08-03 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-03 08:42:00+00","2017-08-03 11:17:00+00"
11211,"PG0378","2017-08-17 08:40:00+00","2017-08-17 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11212,"PG0378","2017-07-25 08:40:00+00","2017-07-25 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-25 08:44:00+00","2017-07-25 11:17:00+00"
11213,"PG0378","2017-08-30 08:40:00+00","2017-08-30 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11214,"PG0378","2017-07-18 08:40:00+00","2017-07-18 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-18 08:46:00+00","2017-07-18 11:20:00+00"
11215,"PG0378","2017-08-04 08:40:00+00","2017-08-04 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-04 08:46:00+00","2017-08-04 11:22:00+00"
11216,"PG0378","2017-09-13 08:40:00+00","2017-09-13 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11217,"PG0378","2017-07-28 08:40:00+00","2017-07-28 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-28 08:43:00+00","2017-07-28 11:17:00+00"
11218,"PG0378","2017-08-15 08:40:00+00","2017-08-15 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-15 08:41:00+00","2017-08-15 11:16:00+00"
11219,"PG0378","2017-08-26 08:40:00+00","2017-08-26 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11220,"PG0378","2017-08-13 08:40:00+00","2017-08-13 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-13 08:41:00+00","2017-08-13 11:17:00+00"
11221,"PG0378","2017-07-21 08:40:00+00","2017-07-21 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-21 08:42:00+00","2017-07-21 11:14:00+00"
11222,"PG0378","2017-08-29 08:40:00+00","2017-08-29 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11223,"PG0378","2017-07-26 08:40:00+00","2017-07-26 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-26 08:42:00+00","2017-07-26 11:16:00+00"
11224,"PG0378","2017-07-23 08:40:00+00","2017-07-23 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-23 08:45:00+00","2017-07-23 11:22:00+00"
11225,"PG0378","2017-09-09 08:40:00+00","2017-09-09 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11226,"PG0378","2017-09-12 08:40:00+00","2017-09-12 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11227,"PG0378","2017-08-21 08:40:00+00","2017-08-21 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11228,"PG0378","2017-08-19 08:40:00+00","2017-08-19 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11229,"PG0378","2017-08-10 08:40:00+00","2017-08-10 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-10 08:47:00+00","2017-08-10 11:25:00+00"
11230,"PG0378","2017-08-23 08:40:00+00","2017-08-23 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11231,"PG0378","2017-08-24 08:40:00+00","2017-08-24 11:15:00+00","SVX","NSK","Scheduled","SU9",NULL,NULL
11232,"PG0378","2017-07-17 08:40:00+00","2017-07-17 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-17 08:43:00+00","2017-07-17 11:17:00+00"
11233,"PG0378","2017-07-27 08:40:00+00","2017-07-27 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-27 08:40:00+00","2017-07-27 11:11:00+00"
11234,"PG0378","2017-07-31 08:40:00+00","2017-07-31 11:15:00+00","SVX","NSK","Arrived","SU9","2017-07-31 08:42:00+00","2017-07-31 11:16:00+00"
11235,"PG0378","2017-08-14 08:40:00+00","2017-08-14 11:15:00+00","SVX","NSK","Arrived","SU9","2017-08-14 08:44:00+00","2017-08-14 11:19:00+00"
