"book_ref","book_date","total_amount"
"1E7818","2017-08-11 03:13:00+00","64800.00"
"1E7883","2017-07-10 00:23:00+00","64800.00"
"1E7932","2017-07-24 13:48:00+00","72400.00"
"1E799E","2017-07-25 12:22:00+00","39500.00"
"1E79F5","2017-06-25 15:15:00+00","16400.00"
"1E7A2F","2017-07-11 19:15:00+00","75300.00"
"1E7A3B","2017-07-01 04:25:00+00","70200.00"
"1E7A4B","2017-08-10 00:33:00+00","6000.00"
"1E7AA9","2017-06-30 11:03:00+00","56000.00"
"1E7B1A","2017-07-09 04:22:00+00","68100.00"
"1E7BAA","2017-07-18 16:55:00+00","66800.00"
"1E7BF5","2017-07-07 19:04:00+00","99700.00"
"1E7C58","2017-08-14 00:57:00+00","61500.00"
"1E7C7E","2017-07-15 09:24:00+00","297700.00"
"1E7C99","2017-07-13 09:42:00+00","311900.00"
"1E7CCE","2017-08-04 20:59:00+00","46300.00"
"1E7D68","2017-08-03 00:13:00+00","10800.00"
"1E7D74","2017-07-02 07:53:00+00","80700.00"
"1E7DC1","2017-07-09 14:19:00+00","146400.00"
"1E7DE3","2017-07-25 08:55:00+00","51600.00"
"1E7E2E","2017-07-11 01:47:00+00","131600.00"
"1E7E46","2017-07-04 01:55:00+00","95600.00"
"1E7E54","2017-07-25 17:10:00+00","136800.00"
"1E7EFE","2017-07-08 20:33:00+00","136200.00"
"1E7F16","2017-08-08 12:58:00+00","36200.00"
"1E7F34","2017-07-04 06:11:00+00","68100.00"
"1E7F67","2017-08-06 16:28:00+00","259000.00"
"1E7F9C","2017-06-29 09:25:00+00","22000.00"
"1E802D","2017-07-19 15:08:00+00","174300.00"
"1E807C","2017-07-31 13:42:00+00","73200.00"
"1E8128","2017-07-04 18:27:00+00","20100.00"
"1E812C","2017-07-27 20:18:00+00","40800.00"
"1E817A","2017-07-21 00:42:00+00","114800.00"
"1E818B","2017-08-05 21:19:00+00","96400.00"
"1E81BE","2017-08-02 15:02:00+00","28000.00"
"1E81EE","2017-07-21 22:50:00+00","25600.00"
"1E8247","2017-08-10 01:56:00+00","78600.00"
"1E825E","2017-07-20 17:17:00+00","87200.00"
"1E82A5","2017-07-16 12:07:00+00","128800.00"
"1E82AA","2017-07-25 18:09:00+00","26200.00"
"1E82DE","2017-07-11 14:17:00+00","31400.00"
"1E82E0","2017-08-13 05:00:00+00","56000.00"
"1E8350","2017-07-22 14:10:00+00","67600.00"
"1E8383","2017-07-15 15:23:00+00","67900.00"
"1E83EE","2017-08-12 16:59:00+00","12600.00"
"1E844A","2017-07-11 18:17:00+00","93000.00"
"1E847E","2017-07-08 08:08:00+00","27800.00"
"1E84C5","2017-07-29 11:34:00+00","28800.00"
"1E84DD","2017-08-09 14:38:00+00","12600.00"
"1E84E2","2017-07-03 01:41:00+00","56300.00"
"1E8528","2017-07-31 21:53:00+00","99200.00"
"1E8569","2017-07-11 03:01:00+00","75300.00"
"1E8579","2017-07-04 00:55:00+00","24400.00"
"1E860E","2017-07-30 05:15:00+00","103100.00"
"1E867E","2017-07-06 23:03:00+00","49100.00"
"1E8697","2017-08-09 12:00:00+00","62600.00"
"1E86D1","2017-06-30 23:09:00+00","123000.00"
"1E86DF","2017-08-07 22:39:00+00","81800.00"
"1E87BA","2017-08-06 15:37:00+00","169900.00"
"1E87DE","2017-08-13 18:20:00+00","240600.00"
"1E884F","2017-07-15 15:46:00+00","34000.00"
"1E88E3","2017-08-02 00:34:00+00","58200.00"
"1E8922","2017-08-03 00:19:00+00","43600.00"
"1E8959","2017-08-04 04:18:00+00","47500.00"
"1E8986","2017-08-12 04:55:00+00","26000.00"
"1E89A8","2017-07-03 13:28:00+00","48400.00"
"1E89BA","2017-07-30 02:32:00+00","29100.00"
"1E89FF","2017-08-12 06:13:00+00","78100.00"
"1E8A52","2017-08-04 22:33:00+00","131100.00"
"1E8A54","2017-07-05 13:50:00+00","68800.00"
"1E8AA1","2017-08-02 09:24:00+00","135600.00"
"1E8AB1","2017-07-14 13:07:00+00","93900.00"
"1E8AC5","2017-07-07 23:59:00+00","66600.00"
"1E8AEB","2017-07-26 04:02:00+00","85000.00"
"1E8AF7","2017-07-04 04:22:00+00","253300.00"
"1E8B45","2017-07-11 18:37:00+00","60000.00"
"1E8BA2","2017-07-28 11:05:00+00","65500.00"
"1E8C15","2017-07-07 15:44:00+00","44000.00"
"1E8C33","2017-08-14 13:00:00+00","114800.00"
"1E8C42","2017-07-20 09:21:00+00","393800.00"
"1E8C70","2017-07-19 03:20:00+00","108600.00"
"1E8CA6","2017-07-08 04:15:00+00","270600.00"
"1E8D22","2017-08-12 15:37:00+00","22000.00"
"1E8D55","2017-07-26 01:50:00+00","40900.00"
"1E8D60","2017-07-26 12:45:00+00","119500.00"
"1E8D84","2017-07-02 07:09:00+00","59100.00"
"1E8DA6","2017-07-31 06:03:00+00","25600.00"
"1E8DC4","2017-07-14 08:31:00+00","65500.00"
"1E8E22","2017-07-30 00:44:00+00","46700.00"
"1E8E37","2017-07-03 14:48:00+00","159800.00"
"1E8E73","2017-07-29 12:29:00+00","196800.00"
"1E8EA1","2017-07-19 19:11:00+00","14400.00"
"1E8EE3","2017-07-22 20:34:00+00","34100.00"
"1E8F8F","2017-07-24 20:12:00+00","55800.00"
"1E8FE9","2017-08-15 13:26:00+00","41200.00"
"1E908E","2017-07-24 14:35:00+00","21600.00"
"1E90B9","2017-07-04 13:46:00+00","111600.00"
"1E90E0","2017-07-17 04:08:00+00","16400.00"
"1E90E3","2017-07-06 14:53:00+00","94400.00"
"1E9138","2017-07-15 20:28:00+00","65000.00"
"1E9145","2017-07-29 23:30:00+00","62600.00"
"1E9163","2017-07-16 06:36:00+00","51900.00"
"1E9167","2017-08-03 02:40:00+00","135200.00"
"1E9178","2017-06-28 21:09:00+00","133200.00"
"1E91C1","2017-08-12 14:30:00+00","139600.00"
"1E91F6","2017-08-01 18:14:00+00","73300.00"
"1E9219","2017-08-11 02:34:00+00","12600.00"
"1E928C","2017-07-28 06:18:00+00","34700.00"
"1E9293","2017-07-06 00:02:00+00","26000.00"
"1E92B3","2017-07-31 14:12:00+00","6300.00"
"1E930A","2017-07-07 12:09:00+00","20400.00"
"1E9349","2017-08-11 13:43:00+00","283500.00"
"1E936A","2017-07-27 20:43:00+00","64500.00"
"1E9478","2017-07-10 05:20:00+00","45200.00"
"1E9486","2017-07-10 19:33:00+00","47200.00"
"1E94B1","2017-07-17 18:18:00+00","27200.00"
"1E94E8","2017-07-09 12:40:00+00","25100.00"
"1E95A9","2017-07-20 02:57:00+00","15700.00"
"1E95AE","2017-07-03 19:55:00+00","55800.00"
"1E95AF","2017-07-18 23:38:00+00","64900.00"
"1E962E","2017-07-16 14:30:00+00","81800.00"
"1E9690","2017-08-08 06:22:00+00","6800.00"
"1E96D0","2017-08-15 07:40:00+00","126400.00"
"1E9773","2017-07-12 01:43:00+00","25400.00"
"1E981A","2017-07-02 08:27:00+00","122500.00"
"1E9878","2017-07-25 03:45:00+00","13000.00"
"1E988A","2017-08-09 21:46:00+00","28800.00"
"1E98DE","2017-07-24 09:51:00+00","8400.00"
"1E993B","2017-07-12 22:27:00+00","52000.00"
"1E9948","2017-07-10 21:53:00+00","25200.00"
"1E99C7","2017-08-08 14:11:00+00","40000.00"
"1E99F4","2017-07-01 02:59:00+00","109200.00"
"1E9A01","2017-08-01 08:36:00+00","75800.00"
"1E9A1C","2017-07-12 11:18:00+00","92800.00"
"1E9A1E","2017-07-23 23:47:00+00","70700.00"
"1E9A5A","2017-08-10 18:50:00+00","88600.00"
"1E9AAB","2017-08-07 15:03:00+00","26000.00"
"1E9AC3","2017-08-13 23:20:00+00","53000.00"
"1E9AF4","2017-06-30 00:25:00+00","26000.00"
"1E9AF8","2017-08-11 21:29:00+00","65300.00"
"1E9B1B","2017-08-10 04:29:00+00","44600.00"
"1E9BA6","2017-07-09 12:29:00+00","40800.00"
"1E9BA7","2017-07-08 07:20:00+00","134400.00"
"1E9CAD","2017-07-21 12:40:00+00","66600.00"
"1E9CE5","2017-07-17 13:03:00+00","24400.00"
"1E9CF7","2017-08-09 21:27:00+00","62600.00"
"1E9D04","2017-07-25 10:07:00+00","82200.00"
"1E9D25","2017-07-05 22:29:00+00","52200.00"
"1E9D54","2017-07-29 15:34:00+00","65500.00"
"1E9D75","2017-08-02 11:30:00+00","55600.00"
"1E9D79","2017-07-02 13:27:00+00","28800.00"
"1E9D98","2017-06-29 09:33:00+00","12600.00"
"1E9DD8","2017-07-29 07:28:00+00","66600.00"
"1E9E0D","2017-07-09 23:51:00+00","21400.00"
"1E9E2B","2017-07-06 00:01:00+00","40800.00"
"1E9ED1","2017-07-08 06:08:00+00","38200.00"
"1E9ED8","2017-08-08 10:23:00+00","58400.00"
"1E9F30","2017-07-29 21:45:00+00","55800.00"
"1E9F98","2017-07-12 05:29:00+00","73400.00"
"1E9F9F","2017-08-07 08:12:00+00","65000.00"
"1E9FA6","2017-08-04 16:15:00+00","8000.00"
"1E9FD2","2017-06-27 14:34:00+00","170000.00"
"1E9FDB","2017-06-30 20:07:00+00","67200.00"
"1E9FE7","2017-07-27 10:04:00+00","58200.00"
"1E9FF8","2017-07-29 06:17:00+00","399600.00"
"1EA059","2017-07-08 09:15:00+00","66600.00"
"1EA05C","2017-07-12 17:24:00+00","71800.00"
"1EA073","2017-07-16 04:52:00+00","34800.00"
"1EA075","2017-08-06 22:14:00+00","56000.00"
"1EA0A2","2017-07-14 00:24:00+00","28800.00"
"1EA0C7","2017-07-20 12:11:00+00","14400.00"
"1EA0E9","2017-07-12 19:05:00+00","66000.00"
"1EA161","2017-07-04 11:22:00+00","66600.00"
"1EA18E","2017-07-11 03:15:00+00","240600.00"
"1EA1DB","2017-07-21 02:02:00+00","42800.00"
"1EA1EC","2017-07-05 05:01:00+00","154500.00"
"1EA224","2017-08-05 12:12:00+00","89600.00"
"1EA241","2017-08-08 03:51:00+00","35300.00"
"1EA2E6","2017-07-22 20:43:00+00","50600.00"
"1EA35D","2017-07-13 23:02:00+00","29600.00"
"1EA3C5","2017-07-16 18:29:00+00","28000.00"
"1EA3FA","2017-07-14 21:06:00+00","61500.00"
"1EA41A","2017-08-11 18:53:00+00","28000.00"
"1EA44F","2017-07-04 21:22:00+00","136000.00"
"1EA523","2017-07-16 12:09:00+00","56900.00"
"1EA52F","2017-07-26 04:25:00+00","55000.00"
"1EA548","2017-08-10 22:54:00+00","7400.00"
"1EA550","2017-07-29 12:07:00+00","529800.00"
"1EA56F","2017-08-08 22:25:00+00","28800.00"
"1EA58D","2017-07-27 17:47:00+00","188500.00"
"1EA615","2017-07-09 23:27:00+00","67200.00"
"1EA65F","2017-07-07 07:37:00+00","177200.00"
"1EA6BE","2017-07-15 10:37:00+00","66000.00"
"1EA6BF","2017-08-13 10:53:00+00","166100.00"
"1EA6CC","2017-07-29 16:13:00+00","246000.00"
"1EA727","2017-07-11 07:25:00+00","394400.00"
"1EA73E","2017-08-06 06:57:00+00","86300.00"
"1EA7B0","2017-07-30 04:51:00+00","19200.00"
"1EA804","2017-08-13 06:35:00+00","58200.00"
"1EA809","2017-06-30 05:21:00+00","6700.00"
"1EA82C","2017-07-09 15:38:00+00","61800.00"
"1EA83A","2017-07-10 05:04:00+00","41800.00"
"1EA847","2017-07-16 02:43:00+00","19600.00"
"1EA898","2017-07-03 13:04:00+00","20000.00"
"1EA8C9","2017-08-06 12:29:00+00","63400.00"
"1EA901","2017-07-03 14:57:00+00","427200.00"
"1EA914","2017-07-11 08:17:00+00","42700.00"
"1EA987","2017-07-07 01:57:00+00","70500.00"
"1EA989","2017-07-12 07:04:00+00","57400.00"
"1EA9A2","2017-07-17 10:56:00+00","65100.00"
"1EA9B8","2017-08-13 18:17:00+00","62400.00"
"1EA9C7","2017-07-15 10:43:00+00","12600.00"
"1EAA03","2017-07-14 18:09:00+00","174900.00"
"1EAA15","2017-07-19 12:36:00+00","25800.00"
"1EAB37","2017-08-10 23:03:00+00","43600.00"
"1EAC0A","2017-07-19 18:19:00+00","406700.00"
"1EAC17","2017-07-29 15:24:00+00","12400.00"
"1EAC6C","2017-07-10 03:06:00+00","16400.00"
"1EAC9F","2017-08-15 14:52:00+00","16400.00"
"1EACAE","2017-08-07 04:45:00+00","128800.00"
"1EACCA","2017-08-05 03:57:00+00","79600.00"
"1EAD6F","2017-08-04 10:42:00+00","179000.00"
"1EAE03","2017-07-16 02:53:00+00","106100.00"
"1EAE3B","2017-08-10 14:10:00+00","13000.00"
"1EAE50","2017-07-20 00:36:00+00","46000.00"
"1EAEA4","2017-07-02 16:06:00+00","271200.00"
"1EAEB6","2017-07-19 10:18:00+00","92700.00"
"1EAED1","2017-08-15 09:27:00+00","23200.00"
"1EAF06","2017-07-22 07:04:00+00","26000.00"
"1EAF08","2017-07-19 15:10:00+00","42800.00"
"1EAF13","2017-07-17 14:14:00+00","19600.00"
"1EAF24","2017-08-03 07:07:00+00","542200.00"
"1EAF3E","2017-07-03 19:28:00+00","47400.00"
"1EAF63","2017-07-31 01:51:00+00","75300.00"
"1EAF98","2017-07-17 04:20:00+00","20400.00"
"1EAFAD","2017-08-06 04:57:00+00","139300.00"
"1EB0AC","2017-06-29 20:08:00+00","27700.00"
"1EB0EA","2017-07-14 08:00:00+00","96300.00"
"1EB0FE","2017-07-30 02:19:00+00","47100.00"
"1EB117","2017-07-14 11:21:00+00","28800.00"
"1EB127","2017-07-19 16:08:00+00","48800.00"
"1EB12E","2017-08-07 09:45:00+00","35800.00"
"1EB1A9","2017-07-25 07:22:00+00","23200.00"
"1EB1D1","2017-07-09 01:40:00+00","333800.00"
"1EB1EA","2017-07-09 09:17:00+00","43200.00"
"1EB218","2017-07-29 06:05:00+00","28000.00"
"1EB21E","2017-07-28 12:28:00+00","58600.00"
"1EB23F","2017-07-16 22:05:00+00","25400.00"
"1EB26F","2017-08-13 00:25:00+00","93000.00"
"1EB29C","2017-08-12 21:34:00+00","56600.00"
"1EB2B3","2017-07-15 02:40:00+00","46400.00"
"1EB348","2017-07-11 16:48:00+00","31600.00"
"1EB351","2017-08-14 06:17:00+00","29400.00"
"1EB37E","2017-08-04 03:13:00+00","61800.00"
"1EB38D","2017-08-12 05:21:00+00","25600.00"
"1EB3A4","2017-07-04 10:36:00+00","52300.00"
"1EB3D1","2017-08-08 14:09:00+00","206700.00"
"1EB426","2017-08-15 01:52:00+00","67600.00"
"1EB4A1","2017-07-29 06:25:00+00","77900.00"
"1EB4B5","2017-08-09 21:15:00+00","132800.00"
"1EB4ED","2017-08-05 01:10:00+00","94700.00"
"1EB4F0","2017-07-25 09:53:00+00","45200.00"
"1EB599","2017-08-14 11:03:00+00","14000.00"
"1EB5BA","2017-08-02 15:47:00+00","28800.00"
"1EB5C1","2017-07-07 07:08:00+00","47100.00"
"1EB5D9","2017-08-02 19:26:00+00","75800.00"
"1EB64B","2017-08-12 18:34:00+00","37900.00"
"1EB68A","2017-08-15 04:23:00+00","13600.00"
"1EB696","2017-07-15 15:00:00+00","136200.00"
"1EB717","2017-07-23 15:34:00+00","6800.00"
"1EB718","2017-07-13 12:28:00+00","103500.00"
"1EB78C","2017-08-08 12:13:00+00","49600.00"
"1EB83E","2017-07-02 07:58:00+00","21800.00"
"1EB946","2017-07-19 07:26:00+00","45600.00"
"1EB976","2017-07-31 00:53:00+00","55800.00"
"1EB983","2017-08-07 14:34:00+00","12400.00"
"1EB9DE","2017-07-25 20:48:00+00","137600.00"
"1EB9E0","2017-07-16 15:33:00+00","26000.00"
"1EB9F2","2017-07-25 14:20:00+00","270800.00"
"1EBA71","2017-07-23 15:56:00+00","88400.00"
"1EBA73","2017-08-03 18:58:00+00","86600.00"
"1EBA77","2017-07-12 21:01:00+00","60400.00"
"1EBAE5","2017-07-31 02:48:00+00","22000.00"
"1EBB8D","2017-08-03 23:49:00+00","20400.00"
"1EBBB1","2017-07-14 19:58:00+00","35200.00"
"1EBC13","2017-07-29 23:02:00+00","42800.00"
"1EBCCC","2017-06-28 06:51:00+00","63800.00"
"1EBCF6","2017-08-05 12:54:00+00","61800.00"
"1EBDD5","2017-08-12 10:11:00+00","75300.00"
"1EBE43","2017-07-10 11:44:00+00","193000.00"
"1EBE9A","2017-08-11 23:53:00+00","142300.00"
"1EBEAB","2017-07-23 19:03:00+00","28000.00"
"1EBEC6","2017-07-27 21:41:00+00","17800.00"
"1EBF22","2017-07-03 20:53:00+00","199700.00"
"1EBF32","2017-07-26 11:36:00+00","18300.00"
"1EBF4C","2017-08-12 22:19:00+00","28000.00"
"1EBF4F","2017-07-04 02:23:00+00","10600.00"
"1EBF8D","2017-08-09 12:57:00+00","28000.00"
"1EC017","2017-07-22 16:25:00+00","90200.00"
"1EC04D","2017-07-28 23:44:00+00","152500.00"
"1EC067","2017-07-15 04:21:00+00","37900.00"
"1EC0A1","2017-08-09 14:27:00+00","71800.00"
"1EC118","2017-07-19 02:59:00+00","150200.00"
"1EC127","2017-07-22 20:00:00+00","16000.00"
"1EC143","2017-08-02 20:40:00+00","46400.00"
"1EC14D","2017-08-03 16:53:00+00","73500.00"
"1EC291","2017-07-26 05:49:00+00","25200.00"
"1EC2D0","2017-08-13 02:18:00+00","93700.00"
"1EC2D3","2017-08-06 12:22:00+00","19600.00"
"1EC300","2017-07-31 20:03:00+00","186900.00"
"1EC30C","2017-07-28 06:33:00+00","165800.00"
"1EC397","2017-08-09 00:48:00+00","117200.00"
"1EC3AA","2017-07-10 04:43:00+00","332900.00"
"1EC3D7","2017-08-01 17:08:00+00","85000.00"
"1EC3E4","2017-08-12 08:48:00+00","198400.00"
"1EC3EE","2017-07-02 21:31:00+00","88800.00"
"1EC437","2017-07-16 05:07:00+00","6000.00"
"1EC4E2","2017-07-08 20:17:00+00","80700.00"
"1EC4E9","2017-08-02 06:43:00+00","42700.00"
"1EC516","2017-07-05 21:49:00+00","48500.00"
"1EC53F","2017-07-10 10:33:00+00","26000.00"
"1EC544","2017-07-17 08:15:00+00","220800.00"
"1EC550","2017-07-28 21:09:00+00","30200.00"
"1EC553","2017-07-18 17:54:00+00","102100.00"
"1EC57F","2017-08-12 21:54:00+00","23200.00"
"1EC5D4","2017-07-21 21:46:00+00","135400.00"
"1EC602","2017-08-03 16:25:00+00","23200.00"
"1EC609","2017-07-11 04:24:00+00","37600.00"
"1EC614","2017-08-13 06:34:00+00","14400.00"
"1EC628","2017-08-04 06:39:00+00","39300.00"
"1EC64E","2017-07-09 16:50:00+00","23100.00"
"1EC661","2017-08-06 13:53:00+00","187800.00"
"1EC6D5","2017-08-10 07:52:00+00","58800.00"
"1EC77E","2017-07-04 12:54:00+00","3700.00"
"1EC79F","2017-07-10 18:42:00+00","23200.00"
"1EC84E","2017-07-11 10:57:00+00","48700.00"
"1EC887","2017-08-03 08:51:00+00","43100.00"
"1EC8A6","2017-08-04 10:44:00+00","26000.00"
"1EC8AC","2017-07-14 00:46:00+00","28000.00"
"1EC8C6","2017-06-28 00:04:00+00","14300.00"
"1EC979","2017-06-30 19:57:00+00","105600.00"
"1EC98C","2017-07-06 17:39:00+00","25600.00"
"1EC98F","2017-07-09 20:19:00+00","102200.00"
"1EC9C8","2017-07-27 11:48:00+00","147900.00"
"1EC9F8","2017-08-12 16:31:00+00","357900.00"
"1ECA24","2017-08-14 15:36:00+00","46400.00"
"1ECA26","2017-07-12 10:43:00+00","102800.00"
"1ECA3B","2017-07-16 21:00:00+00","32700.00"
"1ECA5B","2017-08-14 03:06:00+00","46400.00"
"1ECA87","2017-08-10 05:08:00+00","31600.00"
"1ECA8C","2017-08-06 20:21:00+00","14000.00"
"1ECAA9","2017-08-13 17:49:00+00","59300.00"
"1ECAB1","2017-08-06 18:23:00+00","69000.00"
"1ECAE3","2017-07-14 13:17:00+00","77600.00"
"1ECB00","2017-07-29 01:58:00+00","40100.00"
"1ECB0B","2017-07-22 15:14:00+00","29600.00"
"1ECB2C","2017-06-30 20:12:00+00","55800.00"
"1ECB45","2017-08-10 11:22:00+00","47700.00"
"1ECB4A","2017-07-07 02:56:00+00","96800.00"
"1ECBA3","2017-08-08 16:11:00+00","52000.00"
"1ECBCA","2017-07-04 16:44:00+00","28400.00"
"1ECBE3","2017-07-09 11:46:00+00","48400.00"
"1ECC0F","2017-07-13 22:25:00+00","115700.00"
"1ECC15","2017-07-12 04:19:00+00","55800.00"
"1ECC2E","2017-07-01 04:03:00+00","166100.00"
"1ECC79","2017-08-11 13:42:00+00","38600.00"
"1ECC7A","2017-07-23 05:24:00+00","21500.00"
"1ECCA4","2017-08-13 09:34:00+00","44800.00"
"1ECD00","2017-08-13 19:52:00+00","34800.00"
"1ECD50","2017-07-25 23:49:00+00","114500.00"
"1ECE0E","2017-08-14 09:58:00+00","30000.00"
"1ECE8F","2017-07-23 09:23:00+00","55800.00"
"1ECE92","2017-07-21 03:06:00+00","12000.00"
"1ECEE0","2017-07-10 05:55:00+00","66000.00"
"1ECF01","2017-07-20 08:31:00+00","101200.00"
"1ECFEF","2017-07-03 06:20:00+00","90800.00"
"1ED008","2017-08-11 19:19:00+00","559500.00"
"1ED033","2017-07-02 23:01:00+00","80700.00"
"1ED07F","2017-08-04 15:02:00+00","166900.00"
"1ED098","2017-07-16 23:23:00+00","16400.00"
"1ED09E","2017-07-17 13:05:00+00","23400.00"
"1ED0C6","2017-07-17 14:11:00+00","196000.00"
"1ED174","2017-07-17 04:58:00+00","58900.00"
"1ED179","2017-07-05 03:20:00+00","16400.00"
"1ED1C8","2017-08-11 18:37:00+00","20400.00"
"1ED1E5","2017-08-06 18:02:00+00","42900.00"
"1ED24B","2017-07-01 19:14:00+00","46200.00"
"1ED24E","2017-07-11 06:54:00+00","22600.00"
"1ED2AA","2017-07-02 15:16:00+00","174400.00"
"1ED2D6","2017-08-14 04:43:00+00","36800.00"
"1ED3F6","2017-08-08 19:16:00+00","85400.00"
"1ED40B","2017-08-05 11:50:00+00","89600.00"
"1ED4A2","2017-08-12 08:43:00+00","29800.00"
"1ED4B0","2017-07-31 00:40:00+00","38600.00"
"1ED541","2017-07-26 18:03:00+00","23200.00"
"1ED56F","2017-08-08 04:17:00+00","55800.00"
"1ED651","2017-07-26 07:42:00+00","6000.00"
"1ED652","2017-08-08 13:47:00+00","36200.00"
"1ED6B9","2017-07-06 22:06:00+00","36700.00"
"1ED70A","2017-07-06 16:18:00+00","32200.00"
"1ED78B","2017-07-27 13:33:00+00","59000.00"
"1ED7E5","2017-07-18 02:58:00+00","190400.00"
"1ED7FD","2017-07-10 23:09:00+00","105000.00"
"1ED991","2017-07-19 19:24:00+00","81200.00"
"1ED9AB","2017-08-11 18:32:00+00","236100.00"
"1ED9B0","2017-07-21 12:24:00+00","37200.00"
"1ED9D7","2017-08-01 00:13:00+00","75300.00"
"1EDA06","2017-07-09 07:00:00+00","124200.00"
"1EDA15","2017-07-18 12:51:00+00","69600.00"
"1EDA37","2017-08-10 10:12:00+00","85300.00"
"1EDA49","2017-08-10 20:56:00+00","220700.00"
"1EDB10","2017-06-25 23:16:00+00","31600.00"
"1EDB34","2017-08-04 22:39:00+00","51200.00"
"1EDB40","2017-08-08 06:56:00+00","129200.00"
"1EDB86","2017-08-04 06:19:00+00","84500.00"
"1EDB87","2017-07-04 13:46:00+00","68800.00"
"1EDB9F","2017-07-18 00:16:00+00","70500.00"
"1EDBA8","2017-08-04 12:11:00+00","69400.00"
"1EDBB8","2017-08-04 17:55:00+00","131600.00"
"1EDDA6","2017-07-18 17:10:00+00","146300.00"
"1EDDDD","2017-07-08 09:26:00+00","12400.00"
"1EDE14","2017-08-07 07:03:00+00","82300.00"
"1EDE1E","2017-08-10 20:01:00+00","146300.00"
"1EDEF3","2017-07-13 09:53:00+00","43900.00"
"1EDEF5","2017-08-05 18:03:00+00","8000.00"
"1EDF04","2017-08-12 23:30:00+00","85000.00"
"1EDF31","2017-07-20 03:24:00+00","143200.00"
"1EDF44","2017-07-07 01:10:00+00","29100.00"
"1EDF79","2017-07-05 06:09:00+00","56000.00"
"1EDFF7","2017-07-28 14:33:00+00","41600.00"
"1EE028","2017-08-05 13:18:00+00","246200.00"
"1EE052","2017-07-27 18:08:00+00","63200.00"
"1EE080","2017-08-12 05:44:00+00","154800.00"
"1EE0D9","2017-08-08 08:20:00+00","188400.00"
"1EE11E","2017-07-25 05:16:00+00","38400.00"
"1EE159","2017-07-13 21:09:00+00","190400.00"
"1EE194","2017-07-11 11:04:00+00","132800.00"
"1EE1E8","2017-07-08 12:10:00+00","6300.00"
"1EE21E","2017-08-07 23:55:00+00","46200.00"
"1EE239","2017-08-01 15:16:00+00","64800.00"
"1EE23C","2017-07-29 07:03:00+00","29600.00"
"1EE241","2017-07-21 01:07:00+00","15000.00"
"1EE249","2017-07-18 13:52:00+00","325500.00"
"1EE26A","2017-07-15 14:27:00+00","58000.00"
"1EE28A","2017-07-31 11:41:00+00","40100.00"
"1EE2A0","2017-07-13 08:43:00+00","26600.00"
"1EE358","2017-07-03 16:11:00+00","146100.00"
"1EE3D2","2017-07-28 05:23:00+00","75600.00"
"1EE422","2017-08-01 16:45:00+00","32800.00"
"1EE432","2017-08-03 05:33:00+00","87800.00"
"1EE459","2017-08-13 00:29:00+00","59900.00"
"1EE488","2017-07-21 01:27:00+00","77000.00"
"1EE4BC","2017-07-15 15:49:00+00","71800.00"
"1EE4BD","2017-07-05 20:24:00+00","26700.00"
"1EE4BE","2017-07-31 16:33:00+00","141600.00"
"1EE544","2017-08-06 21:00:00+00","83000.00"
"1EE56D","2017-08-01 06:24:00+00","34400.00"
"1EE5A6","2017-07-09 01:05:00+00","58700.00"
"1EE5C3","2017-08-15 00:29:00+00","134400.00"
"1EE5FC","2017-08-15 05:23:00+00","108600.00"
"1EE62F","2017-07-30 14:56:00+00","12600.00"
"1EE6A5","2017-08-01 13:00:00+00","23400.00"
"1EE72B","2017-07-06 05:54:00+00","8000.00"
"1EE775","2017-08-01 06:16:00+00","52000.00"
"1EE778","2017-07-24 21:52:00+00","65900.00"
"1EE7AF","2017-07-16 12:34:00+00","48100.00"
"1EE7DE","2017-07-26 04:59:00+00","67600.00"
"1EE826","2017-07-21 05:04:00+00","136000.00"
"1EE90E","2017-07-01 19:42:00+00","57500.00"
"1EE93C","2017-08-03 16:18:00+00","112000.00"
"1EE93F","2017-08-09 20:31:00+00","147500.00"
"1EE9B8","2017-07-23 06:13:00+00","40200.00"
"1EE9BB","2017-08-09 12:01:00+00","57500.00"
"1EE9F6","2017-08-04 20:30:00+00","6000.00"
"1EEA6E","2017-08-11 08:31:00+00","73600.00"
"1EEAA6","2017-07-02 08:32:00+00","60800.00"
"1EEAFC","2017-08-05 01:25:00+00","92800.00"
"1EEB88","2017-07-18 03:02:00+00","189200.00"
"1EEBC3","2017-07-09 16:49:00+00","56000.00"
"1EEBD7","2017-07-10 18:30:00+00","77900.00"
"1EEBD8","2017-07-03 03:38:00+00","332800.00"
"1EEBE5","2017-07-21 07:27:00+00","40000.00"
"1EEC3D","2017-07-31 07:37:00+00","45000.00"
"1EEC8D","2017-07-01 15:47:00+00","73800.00"
"1EED15","2017-07-24 02:25:00+00","30000.00"
"1EED69","2017-08-07 09:42:00+00","56600.00"
"1EEDD8","2017-07-15 20:45:00+00","37900.00"
"1EEDDD","2017-08-13 07:06:00+00","48100.00"
"1EEE14","2017-08-05 23:41:00+00","88400.00"
"1EEECE","2017-08-12 14:42:00+00","133200.00"
"1EEEFC","2017-08-07 16:37:00+00","13400.00"
"1EEF66","2017-07-18 19:48:00+00","21800.00"
"1EEF6B","2017-07-06 11:08:00+00","19200.00"
"1EEF8A","2017-08-15 13:27:00+00","14000.00"
"1EEFA4","2017-07-03 03:04:00+00","28800.00"
"1EEFF6","2017-07-16 23:12:00+00","135600.00"
