"ticket_no","flight_id","boarding_no","seat_no"
"0005432526659",7732,180,"36H"
"0005435212429",7732,181,"36G"
"0005432526644",7732,182,"37B"
"0005432526613",7732,183,"37A"
"0005432526650",7732,184,"37D"
"0005432069502",7732,185,"37C"
"0005432069512",7732,186,"37E"
"0005432526696",7732,187,"37J"
"0005432526610",7732,188,"37H"
"0005435212335",7732,189,"37G"
"0005432526695",7732,190,"38A"
"0005435212378",7732,191,"37K"
"0005432150113",7732,192,"38H"
"0005432526672",7732,193,"38B"
"0005432526668",7732,194,"38K"
"0005432526655",7732,195,"38J"
"0005432526620",7732,196,"39G"
"0005434066869",7732,197,"39F"
"0005432526665",7732,198,"39E"
"0005432526593",7732,199,"39H"
"0005432069501",7732,200,"39K"
"0005432526669",7732,201,"39J"
"0005432526664",7732,202,"40B"
"0005432526594",7732,203,"40A"
"0005432526663",7732,204,"40D"
"0005434066838",7732,205,"40H"
"0005434066807",7732,206,"40G"
"0005432526701",7732,207,"40F"
"0005434066820",7732,208,"41C"
"0005434066849",7732,209,"41H"
"0005432069504",7732,210,"41K"
"0005434066874",7732,211,"41J"
"0005432526609",7732,212,"42C"
"0005434066852",7732,213,"42B"
"0005435212375",7732,214,"42E"
"0005434066814",7732,215,"42H"
"0005432526607",7732,216,"42G"
"0005432526619",7732,217,"42F"
"0005432526688",7732,218,"42K"
"0005432428893",7732,219,"42J"
"0005432526679",7732,220,"43B"
"0005435212371",7732,221,"43C"
"0005432526638",7732,222,"43F"
"0005432526682",7732,223,"43J"
"0005432526583",7732,224,"43H"
"0005432526601",7732,225,"44A"
"0005432526602",7732,226,"43K"
"0005432526585",7732,227,"44E"
"0005432069510",7732,228,"44D"
"0005434066843",7732,229,"44G"
"0005434066858",7732,230,"44F"
"0005432526592",7732,231,"44J"
"0005432069499",7732,232,"44H"
"0005434066840",7732,233,"45A"
"0005434066845",7732,234,"44K"
"0005432526702",7732,235,"45E"
"0005434066839",7732,236,"45J"
"0005432526630",7732,237,"45H"
"0005434066834",7732,238,"45G"
"0005434066815",7732,239,"45K"
"0005434066853",7732,240,"46B"
"0005432526662",7732,241,"46E"
"0005432526576",7732,242,"46D"
"0005432526577",7732,243,"46C"
"0005434066870",7732,244,"46F"
"0005432526683",7732,245,"46J"
"0005432526653",7732,246,"47C"
"0005435212379",7732,247,"47E"
"0005432526645",7732,248,"47G"
"0005435212444",7732,249,"47F"
"0005432526634",7732,250,"47K"
"0005434066875",7732,251,"47H"
"0005432526657",7732,252,"48H"
"0005434066846",7732,253,"48G"
"0005434066865",7732,254,"48K"
"0005432526648",7732,255,"49C"
"0005435212372",7732,256,"49G"
"0005432526639",7732,257,"49F"
"0005432526704",7732,258,"49E"
"0005434066811",7732,259,"49K"
"0005432526698",7732,260,"50D"
"0005435212512",7732,261,"50C"
"0005434066863",7732,262,"50E"
"0005432526680",7732,263,"50H"
"0005432526629",7732,264,"51D"
"0005435212347",7732,265,"50K"
"0005432526675",7732,266,"51G"
"0005435423664",5316,1,"1D"
"0005435423621",5316,2,"1A"
"0005434573216",5316,3,"1G"
"0005435423722",5316,4,"1H"
"0005435612561",5316,5,"2D"
"0005435423710",5316,6,"2C"
"0005435612589",5316,7,"2A"
"0005435612577",5316,8,"3C"
"0005435612562",5316,9,"3A"
"0005435423674",5316,10,"2K"
"0005435423778",5316,11,"3K"
"0005435491418",5316,12,"3G"
"0005432133055",5316,13,"4A"
"0005435612510",5316,14,"4G"
"0005434573205",5316,15,"4D"
"0005434343863",5316,16,"5D"
"0005435319428",5316,17,"5C"
"0005435423851",5316,18,"5A"
"0005435097112",5316,19,"5H"
"0005435612500",5316,20,"5G"
"0005434343848",5316,21,"11A"
"0005434573210",5316,22,"5K"
"0005435423892",5316,23,"11E"
"0005435612604",5316,24,"11K"
"0005435097113",5316,25,"11H"
"0005435612518",5316,26,"11G"
"0005435612542",5316,27,"12C"
"0005435423634",5316,28,"12A"
"0005434343870",5316,29,"12E"
"0005432047512",5316,30,"12D"
"0005432133050",5316,31,"12H"
"0005435491417",5316,32,"12G"
"0005435490189",5316,33,"12F"
"0005432133058",5316,34,"13C"
"0005435612514",5316,35,"13E"
"0005435612541",5316,36,"13H"
"0005434343873",5316,37,"13G"
"0005435612507",5316,38,"14C"
"0005435423805",5316,39,"14A"
"0005435612547",5316,40,"14D"
"0005435612599",5316,41,"14G"
"0005434343844",5316,42,"14F"
"0005435612578",5316,43,"14K"
"0005432133059",5316,44,"14H"
"0005434573214",5316,45,"15A"
"0005434343867",5316,46,"15D"
"0005435612508",5316,47,"15G"
"0005435423612",5316,48,"15K"
"0005434343840",5316,49,"15H"
"0005435423891",5316,50,"16D"
"0005435423726",5316,51,"16E"
"0005434573203",5316,52,"16K"
"0005432840976",5316,53,"16H"
"0005435097116",5316,54,"16G"
"0005435612536",5316,55,"17C"
"0005435423703",5316,56,"17A"
"0005435612605",5316,57,"17G"
"0005432047513",5316,58,"17F"
"0005435612593",5316,59,"17H"
"0005435612509",5316,60,"18E"
"0005435612565",5316,61,"18C"
"0005435612521",5316,62,"18G"
"0005435612520",5316,63,"18F"
"0005435612594",5316,64,"18K"
"0005434343862",5316,65,"18J"
"0005435612511",5316,66,"18H"
"0005435612582",5316,67,"19D"
"0005435423751",5316,68,"19E"
"0005435612558",5316,69,"19G"
"0005434343842",5316,70,"19K"
"0005435423610",5316,71,"20C"
"0005434343859",5316,72,"20B"
"0005434343864",5316,73,"20D"
"0005435612584",5316,74,"20G"
"0005434573207",5316,75,"20F"
"0005434343852",5316,76,"20H"
"0005435423721",5316,77,"20K"
"0005435612595",5316,78,"21B"
"0005434343869",5316,79,"21G"
"0005435612546",5316,80,"21E"
"0005434573209",5316,81,"21J"
"0005435612486",5316,82,"21H"
"0005435612533",5316,83,"22A"
"0005432047510",5316,84,"21K"
"0005435423658",5316,85,"22C"
"0005435612545",5316,86,"22B"
"0005432133052",5316,87,"22F"
"0005435612531",5316,88,"22K"
"0005435612549",5316,89,"22J"
"0005435423614",5316,90,"23B"
"0005435097111",5316,91,"23E"
"0005435612540",5316,92,"23D"
"0005435612498",5316,93,"23C"
"0005435612525",5316,94,"23F"
"0005434343841",5316,95,"23H"
"0005435612526",5316,96,"23K"
"0005435612501",5316,97,"24G"
"0005435612555",5316,98,"24F"
"0005435612492",5316,99,"25A"
"0005435612574",5316,100,"25C"
"0005435612524",5316,101,"25B"
"0005435491419",5316,102,"25F"
"0005435612537",5316,103,"25E"
"0005435423657",5316,104,"25H"
"0005434343856",5316,105,"25G"
"0005435097115",5316,106,"26B"
"0005434244481",5316,107,"26E"
"0005434343855",5316,108,"26D"
"0005435612493",5316,109,"26H"
"0005435612569",5316,110,"26G"
"0005435612497",5316,111,"26J"
"0005435423624",5316,112,"27B"
"0005435612538",5316,113,"27D"
"0005432133053",5316,114,"27C"
"0005432133054",5316,115,"27F"
"0005434244488",5316,116,"27E"
"0005435097114",5316,117,"27J"
"0005435612544",5316,118,"27H"
"0005432133051",5316,119,"27G"
"0005434343865",5316,120,"28C"
"0005434343850",5316,121,"28B"
"0005435612606",5316,122,"28E"
"0005435423779",5316,123,"28D"
"0005435612487",5316,124,"28G"
"0005435612515",5316,125,"28F"
"0005435612505",5316,126,"28J"
"0005435423750",5316,127,"28H"
"0005434573213",5316,128,"29B"
"0005435612581",5316,129,"29A"
"0005435423782",5316,130,"29C"
"0005432133056",5316,131,"29F"
"0005435612600",5316,132,"29E"
"0005435612576",5316,133,"30A"
"0005434244453",5316,134,"29J"
"0005435612575",5316,135,"30C"
"0005434244556",5316,136,"30B"
"0005435423689",5316,137,"30D"
"0005435612553",5316,138,"30G"
"0005435612592",5316,139,"30F"
"0005435097117",5316,140,"30K"
"0005435612490",5316,141,"30J"
"0005432133063",5316,142,"31B"
"0005432363362",5316,143,"31A"
"0005435423711",5316,144,"31C"
"0005432133057",5316,145,"31H"
"0005435612495",5316,146,"31G"
"0005435304993",5316,147,"32A"
"0005435612494",5316,148,"31K"
"0005435612484",5316,149,"31J"
"0005435423849",5316,150,"32C"
"0005435423850",5316,151,"32B"
"0005435612608",5316,152,"32E"
"0005435423586",5316,153,"32D"
"0005435612543",5316,154,"32H"
"0005435097110",5316,155,"32G"
"0005435612550",5316,156,"32F"
"0005435612610",5316,157,"32J"
"0005435612580",5316,158,"33A"
"0005435612598",5316,159,"33D"
"0005435612602",5316,160,"33C"
"0005434343854",5316,161,"33E"
"0005435612532",5316,162,"33G"
"0005435612597",5316,163,"33J"
"0005434343857",5316,164,"34C"
"0005434573211",5316,165,"34B"
"0005434343866",5316,166,"34E"
"0005435612496",5316,167,"34D"
"0005435612579",5316,168,"34F"
"0005435612591",5316,169,"34J"
"0005435423611",5316,170,"34H"
"0005434573215",5316,171,"35E"
"0005434573204",5316,172,"35C"
"0005434343860",5316,173,"35F"
"0005435612585",5316,174,"35G"
"0005435304994",5316,175,"36A"
"0005435612522",5316,176,"35J"
"0005434343851",5316,177,"36C"
"0005435612554",5316,178,"36B"
"0005435612503",5316,179,"36F"
"0005435612485",5316,180,"36E"
"0005435612588",5316,181,"36D"
"0005435612527",5316,182,"36G"
"0005432133061",5316,183,"36J"
"0005435490188",5316,184,"37B"
"0005435612528",5316,185,"37A"
"0005435612568",5316,186,"37D"
"0005435423632",5316,187,"37C"
"0005435612601",5316,188,"37E"
"0005435612502",5316,189,"37J"
"0005432047514",5316,190,"37H"
"0005435423682",5316,191,"37K"
"0005435612530",5316,192,"38B"
"0005435612567",5316,193,"38J"
"0005435612571",5316,194,"38H"
"0005434343843",5316,195,"38K"
"0005435612563",5316,196,"39C"
"0005434573206",5316,197,"39F"
"0005435612586",5316,198,"39E"
"0005435612499",5316,199,"39G"
"0005435423688",5316,200,"40B"
"0005435612548",5316,201,"40E"
"0005434573208",5316,202,"40H"
"0005435612603",5316,203,"40G"
"0005435612513",5316,204,"40F"
"0005435612551",5316,205,"40J"
"0005435423665",5316,206,"41A"
"0005435423718",5316,207,"41G"
"0005434244454",5316,208,"41F"
"0005435612517",5316,209,"41H"
"0005435423605",5316,210,"42A"
"0005435612516",5316,211,"41K"
"0005435612583",5316,212,"42C"
"0005434343849",5316,213,"42B"
"0005435612573",5316,214,"42F"
"0005435612539",5316,215,"42E"
"0005435612559",5316,216,"42D"
"0005434244489",5316,217,"42G"
"0005435612611",5316,218,"42J"
"0005435612552",5316,219,"42H"
"0005435612488",5316,220,"43A"
"0005435612504",5316,221,"42K"
"0005435612491",5316,222,"43C"
"0005434343871",5316,223,"43B"
"0005435097118",5316,224,"43G"
"0005435612489",5316,225,"43F"
"0005432047511",5316,226,"43E"
"0005435423677",5316,227,"43H"
"0005435612557",5316,228,"44A"
"0005435423633",5316,229,"43K"
"0005434343847",5316,230,"44B"
"0005432133064",5316,231,"44E"
"0005435612572",5316,232,"44G"
"0005435612590",5316,233,"45A"
"0005434573212",5316,234,"44K"
"0005432133062",5316,235,"45C"
"0005434343846",5316,236,"45B"
"0005435612596",5316,237,"45F"
"0005435423604",5316,238,"45E"
"0005435612512",5316,239,"45H"
"0005434343872",5316,240,"45G"
"0005435423712",5316,241,"45J"
"0005435612587",5316,242,"46C"
"0005434343845",5316,243,"46B"
"0005435612523",5316,244,"46E"
"0005432133060",5316,245,"46D"
"0005434343858",5316,246,"46H"
"0005435612564",5316,247,"47A"
"0005435612566",5316,248,"47E"
"0005435423736",5316,249,"47D"
"0005435612534",5316,250,"47C"
"0005435612609",5316,251,"47F"
"0005432133049",5316,252,"47K"
"0005435612529",5316,253,"47H"
"0005435612535",5316,254,"48D"
"0005435612506",5316,255,"48C"
"0005435612570",5316,256,"48A"
"0005435612607",5316,257,"48E"
"0005435423673",5316,258,"48H"
"0005435490190",5316,259,"48G"
"0005435612556",5316,260,"48F"
"0005435423918",5316,261,"48K"
"0005434343868",5316,262,"49D"
"0005434343839",5316,263,"49C"
"0005435612519",5316,264,"49F"
"0005435423619",5316,265,"49G"
"0005434343838",5316,266,"50C"
"0005435490191",5316,267,"49K"
"0005435319429",5316,268,"50E"
"0005434343861",5316,269,"50K"
"0005434343853",5316,270,"51F"
"0005435612560",5316,271,"51D"
"0005435611750",10911,1,"1C"
"0005435424073",10911,2,"1A"
"0005435612100",10911,3,"1G"
"0005435424136",10911,4,"1H"
"0005434244673",10911,5,"2D"
"0005435319480",10911,6,"2C"
"0005435424072",10911,7,"2H"
"0005435611852",10911,8,"3A"
"0005435424100",10911,9,"3C"
"0005435304115",10911,10,"3K"
"0005435424128",10911,11,"3H"
"0005435424120",10911,12,"3G"
"0005435424111",10911,13,"4G"
"0005435424108",10911,14,"4K"
"0005432164961",10911,15,"5C"
"0005435304117",10911,16,"5H"
"0005435319479",10911,17,"5K"
"0005434244666",10911,18,"11C"
"0005432164959",10911,19,"11E"
"0005435424083",10911,20,"12G"
"0005432164963",10911,21,"12F"
"0005435424084",10911,22,"13F"
"0005435424107",10911,23,"13E"
"0005434656534",10911,24,"13H"
"0005435611871",10911,25,"14E"
"0005435424077",10911,26,"14D"
"0005434244682",10911,27,"14G"
"0005434244688",10911,28,"14H"
"0005435611745",10911,29,"15D"
"0005435424088",10911,30,"15G"
"0005435042833",10911,31,"16D"
"0005435424116",10911,32,"16F"
"0005435319478",10911,33,"16E"
"0005434343653",10911,34,"17E"
"0005435424076",10911,35,"17H"
"0005435612101",10911,36,"18B"
"0005435611846",10911,37,"18E"
"0005435612064",10911,38,"18K"
"0005434656535",10911,39,"18J"
"0005435424078",10911,40,"19F"
"0005435424096",10911,41,"19K"
"0005434244665",10911,42,"20H"
"0005434244679",10911,43,"20K"
"0005435424093",10911,44,"20J"
"0005435424138",10911,45,"21B"
"0005434244690",10911,46,"21F"
"0005433719106",10911,47,"21J"
"0005435424135",10911,48,"22B"
"0005435424121",10911,49,"22E"
"0005435424069",10911,50,"22G"
"0005434244687",10911,51,"22J"
"0005435611785",10911,52,"23B"
"0005435424105",10911,53,"23A"
"0005435611834",10911,54,"23E"
"0005435424095",10911,55,"23D"
"0005434244668",10911,56,"23H"
"0005435424119",10911,57,"24F"
"0005435611970",10911,58,"24E"
"0005432166870",10911,59,"25A"
"0005435319484",10911,60,"25D"
"0005435424127",10911,61,"25C"
"0005435424129",10911,62,"25G"
"0005435042834",10911,63,"25K"
"0005434656537",10911,64,"25J"
"0005434244692",10911,65,"26C"
"0005435424130",10911,66,"26E"
"0005434244669",10911,67,"26H"
"0005435611965",10911,68,"26G"
"0005435611845",10911,69,"26K"
"0005435612042",10911,70,"27E"
"0005434656536",10911,71,"27J"
"0005435424079",10911,72,"28A"
"0005434244681",10911,73,"27K"
"0005435424134",10911,74,"28B"
"0005434244693",10911,75,"28J"
"0005435424102",10911,76,"28H"
"0005435319485",10911,77,"29A"
"0005435611884",10911,78,"29C"
"0005435424097",10911,79,"29G"
"0005432363383",10911,80,"30A"
"0005434244691",10911,81,"30C"
"0005434244686",10911,82,"30G"
"0005432164960",10911,83,"30J"
"0005435319486",10911,84,"30H"
"0005435424125",10911,85,"31A"
"0005432164957",10911,86,"31F"
"0005435424074",10911,87,"31E"
"0005432840992",10911,88,"31K"
"0005433719107",10911,89,"32C"
"0005435424131",10911,90,"32A"
"0005435304116",10911,91,"32E"
"0005435424071",10911,92,"32H"
"0005434244683",10911,93,"32F"
"0005435424133",10911,94,"33A"
"0005435424080",10911,95,"33D"
"0005432166868",10911,96,"33F"
"0005434244689",10911,97,"33E"
"0005435611914",10911,98,"33H"
"0005435424091",10911,99,"34B"
"0005432164956",10911,100,"34E"
"0005434244678",10911,101,"34D"
"0005435424118",10911,102,"34F"
"0005433719105",10911,103,"34J"
"0005432166869",10911,104,"35D"
"0005434244675",10911,105,"35B"
"0005434244676",10911,106,"35F"
"0005435424113",10911,107,"35E"
"0005434244677",10911,108,"35K"
"0005435424117",10911,109,"36D"
"0005435424132",10911,110,"36H"
"0005434244684",10911,111,"36G"
"0005435424082",10911,112,"36F"
"0005434244685",10911,113,"36J"
"0005435611833",10911,114,"37F"
"0005435424124",10911,115,"37E"
"0005435424109",10911,116,"37G"
"0005435611825",10911,117,"38J"
"0005435424115",10911,118,"39B"
"0005434244672",10911,119,"39H"
"0005435424110",10911,120,"39G"
"0005435611744",10911,121,"40A"
"0005432166867",10911,122,"40C"
"0005435424075",10911,123,"40B"
"0005435611823",10911,124,"40D"
"0005435611821",10911,125,"40H"
"0005434244667",10911,126,"41C"
"0005432164962",10911,127,"41J"
"0005435424094",10911,128,"41H"
"0005434343676",10911,129,"41K"
"0005435424114",10911,130,"42C"
"0005435424101",10911,131,"42G"
"0005432164958",10911,132,"42J"
"0005435424081",10911,133,"42H"
"0005435424086",10911,134,"43D"
"0005435424092",10911,135,"43C"
"0005435424070",10911,136,"43F"
"0005435424126",10911,137,"43E"
"0005434244671",10911,138,"43H"
"0005435424122",10911,139,"43J"
"0005435424112",10911,140,"44C"
"0005435611784",10911,141,"44B"
"0005435424106",10911,142,"44A"
"0005435424104",10911,143,"44G"
"0005435611714",10911,144,"44J"
"0005435424123",10911,145,"45B"
"0005435611824",10911,146,"45A"
"0005435319482",10911,147,"45D"
"0005435424089",10911,148,"45F"
"0005435319483",10911,149,"45E"
"0005435424137",10911,150,"45H"
"0005435491407",10911,151,"46E"
"0005434244670",10911,152,"46D"
"0005435319481",10911,153,"46G"
"0005435424087",10911,154,"47A"
"0005435611793",10911,155,"46K"
"0005434244674",10911,156,"47C"
"0005435611853",10911,157,"47G"
"0005434244680",10911,158,"47F"
"0005432840991",10911,159,"47K"
"0005435424103",10911,160,"48C"
"0005435424098",10911,161,"48A"
"0005435424085",10911,162,"48F"
"0005435424099",10911,163,"49D"
"0005434343654",10911,164,"49K"
"0005435611822",10911,165,"49H"
"0005435611847",10911,166,"49G"
"0005434343594",10911,167,"50D"
"0005435424090",10911,168,"50G"
"0005435611872",10911,169,"51G"
"0005433805020",3341,1,"1C"
"0005433633472",3341,2,"1F"
"0005433633491",3341,3,"2D"
"0005432181479",3341,4,"2C"
"0005432459042",3341,5,"2F"
"0005433633464",3341,6,"3C"
"0005433805029",3341,7,"3A"
"0005433633473",3341,8,"3F"
"0005433805014",3341,9,"4A"
"0005433506983",3341,10,"4D"
"0005433805015",3341,11,"4C"
"0005432181497",3341,12,"4F"
"0005433633488",3341,13,"5A"
"0005432181481",3341,14,"5C"
"0005432181490",3341,15,"5D"
"0005433633469",3341,16,"6D"
"0005433633485",3341,17,"6C"
"0005433633482",3341,18,"6A"
"0005433633458",3341,19,"7A"
"0005433805010",3341,20,"6F"
"0005433805034",3341,21,"7D"
"0005433506991",3341,22,"7C"
"0005433805044",3341,23,"8A"
"0005433633487",3341,24,"8B"
"0005433805035",3341,25,"8D"
"0005433805043",3341,26,"8C"
"0005433633471",3341,27,"8E"
"0005432181489",3341,28,"9B"
"0005432181496",3341,29,"9A"
"0005433805036",3341,30,"9C"
"0005433633463",3341,31,"9D"
"0005433805013",3341,32,"9F"
"0005432181488",3341,33,"10A"
"0005433805040",3341,34,"10B"
"0005432181499",3341,35,"10D"
"0005433805021",3341,36,"10E"
"0005433805023",3341,37,"10F"
"0005432459049",3341,38,"11A"
"0005433507000",3341,39,"11C"
"0005433805028",3341,40,"11B"
"0005433633474",3341,41,"11E"
"0005433633475",3341,42,"11F"
"0005433506986",3341,43,"12D"
"0005433633466",3341,44,"12C"
"0005433633461",3341,45,"12F"
"0005433805004",3341,46,"13A"
"0005432181494",3341,47,"13C"
"0005433633490",3341,48,"13D"
"0005432181495",3341,49,"13E"
"0005432181491",3341,50,"13F"
"0005433805007",3341,51,"14B"
"0005433805006",3341,52,"14C"
"0005433633457",3341,53,"14E"
"0005433633489",3341,54,"15C"
"0005432458988",3341,55,"15D"
"0005433506984",3341,56,"15E"
"0005433805024",3341,57,"15F"
"0005432458984",3341,58,"16C"
"0005432459050",3341,59,"16B"
"0005433506993",3341,60,"16E"
"0005432181502",3341,61,"16F"
"0005433633483",3341,62,"17B"
"0005433805033",3341,63,"17A"
"0005433805046",3341,64,"17C"
"0005432458985",3341,65,"17F"
"0005433633478",3341,66,"17E"
"0005433633470",3341,67,"18A"
"0005433633462",3341,68,"18C"
"0005433805030",3341,69,"18B"
"0005433506989",3341,70,"18D"
"0005433506987",3341,71,"18E"
"0005432458957",3341,72,"19B"
"0005432458958",3341,73,"18F"
"0005432181492",3341,74,"19C"
"0005433805016",3341,75,"20A"
"0005432181498",3341,76,"19E"
"0005433633468",3341,77,"20B"
"0005433805041",3341,78,"20C"
"0005433633459",3341,79,"20E"
"0005433506997",3341,80,"20D"
"0005432181486",3341,81,"20F"
"0005433805019",3341,82,"21A"
"0005433805031",3341,83,"21D"
"0005432181484",3341,84,"21C"
"0005432181482",3341,85,"21E"
"0005432181483",3341,86,"22A"
"0005433805042",3341,87,"21F"
"0005433506994",3341,88,"22C"
"0005432181501",3341,89,"22D"
"0005433506992",3341,90,"22F"
"0005433805022",3341,91,"22E"
"0005433805039",3341,92,"23A"
"0005432181487",3341,93,"23C"
"0005432181485",3341,94,"23D"
"0005433805008",3341,95,"23E"
"0005433633481",3341,96,"24A"
"0005433805038",3341,97,"24D"
"0005433805017",3341,98,"24E"
"0005433506998",3341,99,"24F"
"0005433805018",3341,100,"25B"
"0005433506996",3341,101,"25A"
"0005433506988",3341,102,"25C"
"0005433633479",3341,103,"25D"
"0005433507001",3341,104,"25E"
"0005433805005",3341,105,"25F"
"0005433805012",3341,106,"26B"
"0005433805032",3341,107,"26D"
"0005433506999",3341,108,"26C"
"0005433805045",3341,109,"26F"
"0005432458986",3341,110,"27A"
"0005432459041",3341,111,"27C"
"0005433506990",3341,112,"27B"
"0005433633467",3341,113,"27E"
"0005432181480",3341,114,"28A"
"0005433506995",3341,115,"27F"
"0005433805025",3341,116,"28B"
"0005433805026",3341,117,"28E"
"0005433805037",3341,118,"28D"
"0005433805027",3341,119,"28F"
"0005432181493",3341,120,"29B"
"0005433633476",3341,121,"29A"
"0005433633484",3341,122,"29D"
"0005433805011",3341,123,"29F"
"0005432458959",3341,124,"30B"
"0005433506982",3341,125,"30E"
"0005432181500",3341,126,"30D"
"0005433633486",3341,127,"30F"
"0005433633465",3341,128,"31B"
"0005433506985",3341,129,"31A"
"0005433633460",3341,130,"31C"
"0005433633477",3341,131,"31E"
"0005433805009",3341,132,"31D"
"0005433633480",3341,133,"31F"
"0005435884497",3342,1,"1D"
"0005435884516",3342,2,"2F"
"0005435884422",3342,3,"3D"
"0005435884390",3342,4,"4D"
"0005435884404",3342,5,"10A"
"0005435884515",3342,6,"13B"
"0005435884480",3342,7,"13E"
"0005435884449",3342,8,"14C"
"0005435884511",3342,9,"14B"
"0005435884533",3342,10,"15A"
"0005435884407",3342,11,"18F"
"0005435884663",3342,12,"20B"
"0005435884448",3342,13,"20C"
"0005435884411",3342,14,"20D"
"0005435884441",3342,15,"21A"
"0005435884510",3342,16,"21D"
"0005435884664",3342,17,"22F"
"0005435884537",3342,18,"23D"
"0005435884512",3342,19,"23E"
"0005435884503",3342,20,"24E"
"0005435884405",3342,21,"25C"
"0005435884532",3342,22,"26E"
"0005435884406",3342,23,"27A"
"0005435884504",3342,24,"27B"
"0005435884421",3342,25,"30E"
"0005435884573",3342,26,"31E"
"0005432042573",8210,1,"1A"
"0005432042574",8210,2,"1F"
"0005435884747",8210,3,"1D"
"0005432459339",8210,4,"2D"
"0005432459363",8210,5,"2F"
"0005435884755",8210,6,"4A"
"0005432042568",8210,7,"3F"
"0005435884749",8210,8,"4C"
"0005433506855",8210,9,"4D"
"0005432459364",8210,10,"5A"
"0005433506856",8210,11,"5D"
"0005432042571",8210,12,"5C"
"0005432459354",8210,13,"5F"
"0005435884738",8210,14,"6A"
"0005432459347",8210,15,"6D"
"0005435884767",8210,16,"6C"
"0005432459371",8210,17,"7A"
"0005432459357",8210,18,"7C"
"0005432042567",8210,19,"7F"
"0005432459348",8210,20,"7D"
"0005432459370",8210,21,"8A"
"0005432042577",8210,22,"8B"
"0005435884753",8210,23,"8D"
"0005432459355",8210,24,"8F"
"0005432459376",8210,25,"8E"
"0005435884739",8210,26,"9B"
"0005435884731",8210,27,"9A"
"0005432042572",8210,28,"9E"
"0005432459383",8210,29,"10A"
"0005434312298",8210,30,"10D"
"0005435884722",8210,31,"10C"
"0005435884724",8210,32,"10E"
"0005435884758",8210,33,"10F"
"0005432459368",8210,34,"11B"
"0005435884757",8210,35,"11D"
"0005432459378",8210,36,"11C"
"0005435884726",8210,37,"11E"
"0005435884759",8210,38,"12A"
"0005432459342",8210,39,"12B"
"0005435884760",8210,40,"12C"
"0005435884742",8210,41,"12E"
"0005432459337",8210,42,"12F"
"0005432042569",8210,43,"13A"
"0005432459334",8210,44,"13D"
"0005432459332",8210,45,"13E"
"0005432459333",8210,46,"14A"
"0005432459341",8210,47,"14C"
"0005435884729",8210,48,"14B"
"0005432459377",8210,49,"14D"
"0005435884741",8210,50,"14E"
"0005435884756",8210,51,"14F"
"0005435884765",8210,52,"15B"
"0005435884723",8210,53,"15C"
"0005435884736",8210,54,"15D"
"0005435884762",8210,55,"15E"
"0005435884732",8210,56,"16A"
"0005432459350",8210,57,"15F"
"0005435884733",8210,58,"16C"
"0005432459335",8210,59,"16B"
"0005432459349",8210,60,"16E"
"0005434312299",8210,61,"16D"
"0005432459360",8210,62,"16F"
"0005435884764",8210,63,"17D"
"0005435884745",8210,64,"17B"
"0005432459359",8210,65,"17E"
"0005432459366",8210,66,"18A"
"0005435884751",8210,67,"17F"
"0005432459343",8210,68,"18B"
"0005432459382",8210,69,"18E"
"0005432459361",8210,70,"18D"
"0005432459379",8210,71,"18F"
"0005432459330",8210,72,"19C"
"0005432042576",8210,73,"19B"
"0005435884750",8210,74,"19D"
"0005435884725",8210,75,"19E"
"0005435884754",8210,76,"20B"
"0005435884743",8210,77,"20A"
"0005433506871",8210,78,"20C"
"0005432459356",8210,79,"20E"
"0005432042570",8210,80,"20D"
"0005432459344",8210,81,"20F"
"0005432459352",8210,82,"21C"
"0005432042580",8210,83,"21D"
"0005435884746",8210,84,"21E"
"0005435884734",8210,85,"22A"
"0005432459381",8210,86,"22D"
"0005432459369",8210,87,"22F"
"0005435884727",8210,88,"23C"
"0005435884748",8210,89,"23E"
"0005435884768",8210,90,"24A"
"0005432459372",8210,91,"24B"
"0005435884728",8210,92,"24D"
"0005435884740",8210,93,"24C"
"0005435884744",8210,94,"24F"
"0005432459346",8210,95,"24E"
"0005432459340",8210,96,"25C"
"0005432459345",8210,97,"25D"
"0005432459331",8210,98,"25F"
"0005435884752",8210,99,"25E"
"0005433506873",8210,100,"26B"
"0005432459351",8210,101,"26A"
"0005432042575",8210,102,"26D"
"0005432042578",8210,103,"26C"
"0005432459365",8210,104,"26E"
"0005435884730",8210,105,"26F"
"0005432459362",8210,106,"27A"
"0005432459338",8210,107,"27C"
"0005435884761",8210,108,"27D"
"0005435884735",8210,109,"27F"
"0005432042579",8210,110,"27E"
"0005432459374",8210,111,"28B"
"0005432459380",8210,112,"28F"
"0005432459336",8210,113,"29C"
"0005432459353",8210,114,"29D"
"0005432459373",8210,115,"29F"
"0005432459358",8210,116,"30A"
"0005433506872",8210,117,"30B"
"0005432459367",8210,118,"30C"
"0005435884766",8210,119,"30E"
"0005432459375",8210,120,"30D"
"0005435884737",8210,121,"30F"
"0005435884763",8210,122,"31A"
"0005433804843",8223,1,"4A"
"0005433804784",8223,2,"7A"
"0005433633289",8223,3,"8C"
"0005433804795",8223,4,"9F"
"0005433804786",8223,5,"10F"
"0005433633315",8223,6,"11A"
"0005433633272",8223,7,"11E"
"0005433804864",8223,8,"12B"
"0005433804815",8223,9,"13A"
"0005433804823",8223,10,"14D"
"0005434271276",8223,11,"17B"
"0005433804785",8223,12,"20F"
"0005433804812",8223,13,"21C"
"0005433804802",8223,14,"21F"
